Name,Formula,Annot..Source..Predicted.Compositions,Annot..Source..mzCloud.Search,Annot..Source..MassList.Search,Annot..DeltaMass..ppm.,Calc..MW,m.z,RT..min.,X..mzCloud.Results,mzCloud.Best.Match,mzCloud.Best.Match.Confidence,mzCloud.Best.Sim..Match,Mass.List.Match..metabolites.list_230424_ForCD,MS2,Area..N_FA1_000m_ldl01.raw..F167.,Area..N_FA1_000m_ldl02.raw..F206.,Area..N_FA1_000m_ldl03.raw..F245.,Area..N_FA1_000m_ldl04.raw..F284.,Area..N_FA1_000m_ldl05.raw..F323.,Area..N_FA1_000m_ldl06.raw..F362.,Area..N_FA1_000m_ldl07.raw..F401.,Area..N_FA1_000m_ldl08.raw..F439.,Area..N_FA1_000m_ldl09.raw..F477.,Area..N_FA1_000m_ldl10.raw..F519.,Area..N_FA1_000m_ldl11.raw..F559.,Area..N_FA1_000m_ldl12.raw..F597.,Area..N_FA1_000m_ldl13.raw..F635.,Area..N_FA1_000m_ldl14.raw..F675.,Area..N_FA1_000m_ldl15.raw..F715.,Area..N_FA1_000m_ldl16.raw..F754.,Area..N_FA1_000m_ldl17.raw..F795.,Area..N_FA1_000m_ldl18.raw..F836.,Area..N_FA1_000m_ldl19.raw..F877.,Area..N_FA1_000m_ldl20.raw..F918.
Glycocholic acid,C26 H43 N O6,Not the top hit,Full match,Full match,0.48,465.30926,464.30198,4.058,1,72.7,8.6,NA,Single match found,DDA for preferred ion,722080.803,14011778.28,4314020.134,4631841.849,2465276.279,2658707.728,12968954.29,168679.2345,11252090.46,67774809.04,236857.5413,7476333.334,635526.0514,29528.56931,744328.4083,3273582.321,1683170.196,1886950.947,2136998.812,2215322.925
L-Lactic acid,C3 H6 O3,Full match,Partial match,Full match,1.48,90.03183,89.02455,6.499,2,76.5,8.8,NA,Multiple matches found,DDA for preferred ion,7765645.475,48103341.73,7715014.12,11370376.51,1113512448,67313088.2,1785307632,21640555.05,5321747.113,18102765.07,7631177.036,12000474.85,1970935.184,4330057.799,1687906.136,1769878.815,85801.51517,3563601.415,4391810.893,669833.0812
Galactonic acid,C6 H12 O7,Full match,No results,Full match,0.96,196.05849,195.05121,12.87,0,NA,NA,NA,Multiple matches found,DDA for preferred ion,556521.4248,2111559.99,2269965.278,4289881.535,490544.116,6277864.425,5920893.831,11413224.24,7229467.336,3936099.489,20112.38062,273032.953,8856.299873,854150.1787,206631.0781,748581.5491,516067.9605,701537.7473,3616843.317,4651499.76
Hippuric acid,C9 H9 N O3,Full match,Full match,Full match,0.88,179.0584,178.05112,3.543,3,63,8.1,58.9,Single match found,DDA for preferred ion,2224551.376,693967.6886,1691919.535,539073.0067,500658.2758,266482.5317,349545.1361,731341.5337,1268324.891,1535842.91,364990.8866,1518518.229,595086.3211,696425.9816,815693.254,726591.7462,689013.4462,995380.0674,251245.7153,623995.8095
Galactonic acid,C6 H12 O7,Full match,No results,Full match,-0.54,196.0582,195.05092,13.015,0,NA,NA,NA,Multiple matches found,DDA for preferred ion,571336.2891,2169606.687,2420547.63,4358719.783,490544.116,6246546.691,5920893.831,11405289.29,6971763.457,3936099.489,24178.92277,273032.953,10586.84048,854150.1787,288286.3468,748581.5491,516067.9605,709711.9212,2542485.66,4624525.516
Linoleic acid,C18 H32 O2,Full match,Full match,Full match,0.2,280.24029,279.23301,2.174,6,94.6,9.7,NA,Single match found,DDA for preferred ion,279178443.6,343344170.9,331061739.4,595747077.7,66513886.18,277714421.6,295066647.4,947912443,291388696.1,573636124.8,308508273.3,227632026.6,224728435.2,173547552.4,159523264.2,157253976.4,189527424,136576071.4,93156150.98,169863996.8
Taurodeoxycholic acid,C26 H45 N O6 S,Full match,Partial match,Full match,-0.23,499.29665,498.28937,2.594,6,89.5,39.4,NA,Multiple matches found,DDA for preferred ion,42967.53857,2542499.491,343651.9627,453313.8278,784156.6507,435289.365,2668170.074,30627.34623,780831.0928,20201223,450028.7644,6156329.851,696011.9107,1134935.965,892809.8173,7262847.677,854901.8273,586458.836,68381.92462,677965.231
"[Similar to: 1-(5-{5-[(2S)-1-(1-Acetyl-4-piperidinyl)-2-pyrrolidinyl]-1,2,4-oxadiazol-3-yl}-2-pyridinyl)-4-piperidinecarboxamide; ΔMass: -321.2049 Da]",C7 H6 N4,Full match,Invalid mass,No results,2.28,146.05958,145.0523,6.6,2,NA,NA,67.1,No matches found,DDA for preferred ion,1214303.842,39838302.2,1711688.074,2973821.68,114115398.1,17172399.19,144135718.8,5261445.214,2161087.303,5572037.756,25293.5985,29766.33177,24162.64013,27898.77772,23148.91847,23387.70446,24520.07795,17229.57257,30013.33268,16083.95881
L-Gulonolactone,C6 H10 O6,Full match,No results,Full match,-1.83,178.04741,177.04014,6.984,0,NA,NA,NA,Single match found,DDA for preferred ion,856384.1976,429548.7197,447633.9075,2192121.768,457043.6424,372887.5616,713361.3955,1196631.099,1057145.694,572619.1245,7897538.017,16034802.29,3396155.819,21570658.11,8610169.415,16224610.96,14748604.14,16737707.41,205739.3625,87205.09853
Hippuric acid,C9 H9 N O3,Full match,No results,Full match,0.36,179.05831,178.05103,3.008,0,NA,NA,NA,Single match found,DDA for preferred ion,1702844.948,697586.0223,1747490.747,1015030.156,30144.01917,77830.00715,1158631.227,1566091.238,892633.9709,1115165.157,537987.7595,1104361.663,1990243.432,1710697.349,1368430.587,1996044.179,1255252.784,3229274.902,709147.2163,1850126.64
Hippuric acid,C9 H9 N O3,Full match,Full match,Full match,0.82,179.05839,178.05111,3.312,3,86.4,9.3,NA,Single match found,DDA for preferred ion,2252606.987,548048.3054,1877891.023,1235691.187,494138.2035,541314.1382,5306933.818,3121299.521,2770894.32,2930263.558,360052.4099,1248979.074,1895263.669,2701579.317,815693.254,3244470.684,1151663.235,995380.0674,572795.9241,593950.8462
Glycodeoxycholic Acid (hydrate),C26 H43 N O5,No match,Invalid mass,No results,80069.71,485.29057,484.2833,3.899,5,64.9,46.6,78.8,No matches found,DDA for preferred ion,887288.3847,12608287.49,17500350.48,11608721.15,1006649.8,4777105.309,8725972.149,1903277.968,20032530.07,87070142.31,4627039.236,33124882.06,3385087.913,9247756.556,9973198.109,38360547.76,6678401.065,7025789.049,2767746.422,6548544.611
2-Methylhippuric acid,C10 H11 N O3,Full match,Partial match,Full match,1.16,193.07412,192.06684,4.247,1,85.5,9.3,NA,Multiple matches found,DDA for preferred ion,44131.13956,62414.88637,1490501.832,1501314.598,55806.77269,242885.8424,652917.637,1600578.046,1043342.275,102629.3527,203585.7082,7568980.621,1859183.108,10788354.49,1154023.776,1610143.472,743595.4528,1009508.734,409505.671,396520.4001
Palmitic acid,C16 H32 O2,Full match,Full match,No results,-2.08,256.2397,255.23242,8.266,3,98.8,9.9,NA,No matches found,DDA for preferred ion,151473540.8,48426631.49,69970781.6,58626170.78,6235851.989,89169298.66,23802270.72,152291300.6,158515218.1,121099477.5,395178563.6,338423604.1,273054465.6,345015710.5,268598938.9,296844278.3,236879801.8,168140696.5,1219815763,1084406022
Palmitic acid,C16 H32 O2,Full match,Full match,No results,0.57,256.24038,255.2331,7.325,3,85.6,9.3,NA,No matches found,DDA for preferred ion,151473540.8,49758532.22,69970781.6,58626170.78,71161601.34,89174451.21,38742107.16,152291300.6,158515218.1,115116711.5,852854996.1,784044775,706813442.1,528744443.6,638254267.5,464883563.4,576033713.7,585617355.5,372353059.8,22915148.1
Indoxyl sulfate,C8 H7 N O4 S,Full match,Partial match,Full match,0.05,213.00959,212.00231,2.006,1,90.7,52.8,NA,Single match found,DDA for preferred ion,26633226.63,10347890.82,6492887.392,6024929.908,2120898.563,7648252.862,18647280.83,11844291.86,10798384.26,15368928.26,4443468.241,12359434.26,11121575.12,12420545.34,6292988.031,8050710.87,9522495.577,15260304.62,2677074.586,3095928.319
2-Methylhippuric acid,C10 H11 N O3,Full match,Partial match,Full match,-1.7,193.07356,192.06629,4.44,1,85.5,9.3,NA,Multiple matches found,DDA for preferred ion,646851.7352,44293.01876,525595.1934,441447.0974,69525.69564,101886.216,121751.966,518973.3291,458363.8955,445752.3465,266608.625,1669196.118,994052.9276,1590842.326,2994040.932,1637878.741,636660.1353,651653.973,403826.3311,368833.3087
Saccharin,C7 H5 N O3 S,Full match,Full match,No results,0.32,182.99907,181.9918,2.126,1,92.6,56.8,NA,No matches found,DDA for preferred ion,510700.054,1415866.347,2068855.328,865412.0099,127904.2007,1095152.872,1762113.773,670727.3909,3885266.715,2261842.372,653996.9491,1274657.383,996260.8555,57163.73423,556547.4905,1617145.158,7306042.439,1621635.795,297649.8676,38627.82713
2-Methylhippuric acid,C10 H11 N O3,Full match,Partial match,Full match,-2.08,193.07349,192.06622,4.043,1,86.1,9.3,NA,Multiple matches found,DDA for preferred ion,9820655.211,441943.3331,26045004.27,18863428.08,10438275.83,1994597.062,10906744.52,26646517.23,15509725.68,8083881.36,301734.8638,7568980.621,1016940.26,10788354.49,915232.4624,1762505.2,1030081.418,1833127.185,833888.8484,2141134.452
4-Methylbenzotriazole,C7 H7 N3,Full match,Full match,No results,2.89,133.06438,132.05711,5.051,1,53.1,43.6,NA,No matches found,DDA for preferred ion,26196023.71,55808435.4,10530887.86,21561191.64,1265726886,35476681.37,286571705.8,51235598.2,6103265.192,91962111.94,53997.61498,37041.57681,35610.33444,38050.82955,49015.79347,43691.20067,56715.05978,39165.1369,69940.79092,16922.55484
"3,4-Dihydroxyhydrocinnamic acid",C9 H10 O4,Full match,No results,Full match,0.67,182.05803,181.05075,4.205,0,NA,NA,NA,Multiple matches found,DDA for preferred ion,6795521.79,2774890.174,4993234.523,16907449.64,9271616.147,3551833.244,8787358.186,30757163.18,6520505.642,7017759.082,3511901.088,3967198.293,4036591.073,4167156.104,3087250.549,3175162.681,6270477.249,4815002.18,3115562.89,1510609.796
Hippuric acid,C9 H9 N O3,Full match,Full match,Full match,1.58,179.05853,178.05125,3.121,3,85.5,9.3,NA,Single match found,DDA for preferred ion,1284282.985,415095.6782,1357681.795,841583.2934,116156.9141,570868.3148,3041372.596,3398346.816,2927961.822,6079450.796,202496.3831,206865.1343,965586.3932,1161540.839,482473.6845,986841.8465,824582.1382,7182078.64,572795.9241,1196522.364
Stearic acid,C18 H36 O2,Full match,Full match,Full match,-1.11,284.27121,283.26394,2.151,2,90.8,9.5,NA,Single match found,DDA for preferred ion,338488891.2,392829027,592840883.9,591906053,137198248,615824174.9,375114991.9,722849772.5,403160937.4,615800689.4,466118421.5,366409793.4,300925006.2,233681318.1,216268685.8,214645509.4,264254060.3,196416685.6,195418029.4,178920411.2
"[Similar to: 1-(5-{5-[(2S)-1-(1-Acetyl-4-piperidinyl)-2-pyrrolidinyl]-1,2,4-oxadiazol-3-yl}-2-pyridinyl)-4-piperidinecarboxamide; ΔMass: -321.2049 Da]",C7 H6 N4,Full match,Invalid mass,No results,2.34,146.05959,145.05231,6.081,1,NA,NA,63.8,No matches found,DDA for preferred ion,1369121.928,17297859.91,2012631.902,11447580.85,110841424.6,16772814.27,884788598.2,31825654.14,713403.4066,6306884.512,35977.91477,47741.74121,35582.14045,39447.25259,30998.18735,35542.88001,34624.78761,26678.41353,38598.83067,14749.23598
Taurodeoxycholic acid,C26 H45 N O6 S,Full match,Partial match,Full match,-1.65,499.29593,498.28866,3.756,6,85.7,37,NA,Multiple matches found,DDA for preferred ion,27846.74049,35867.70482,189120.5934,62067.61085,250301.6353,296593.9014,343675.1579,35786.96631,1309925.966,2529144.839,5601787.925,18975484.09,2068302.818,7746959.799,6408781.199,36975460.78,3079443.722,5595758.583,32523.85347,1478243.043
Palmitic acid,C16 H32 O2,Full match,Full match,No results,-1.87,256.23975,255.23247,6.775,3,79.3,9,NA,No matches found,DDA for preferred ion,151473540.8,54813033.84,69970781.6,37079050.08,55305967.79,72712057.46,43102460.21,115656285.8,158515218.1,130732166.2,863232646.8,784044775,706203495.2,391055190.9,717142366,349257070.4,690910251.6,585589704.9,947634857.2,784862572.8
Taurodeoxycholic acid,C26 H45 N O6 S,Not the top hit,Partial match,Full match,-0.03,499.29674,498.28947,3.707,5,82.8,70.2,NA,Multiple matches found,DDA for preferred ion,54831.79749,673807.4615,210829.6587,111515.8343,250301.6353,206769.1998,301102.4103,38366.09511,999137.7419,2608203.027,5823902.23,20921736.16,2692895.166,9444278.336,6389008.019,32466576.18,2701192.524,5289952.267,215464.4183,1715062.655
3-Methylcrotonylglycine,C7 H11 N O3,Full match,Not the top hit,Full match,1.35,157.07411,156.06683,4.309,2,82.7,35.1,NA,Single match found,DDA for preferred ion,478402.8672,423464.1343,360318.1873,397579.9442,87713.15204,298872.3661,972042.4686,818621.5282,209251.3009,349260.3237,512188.6947,779539.8011,688864.9674,559904.4343,418969.9696,468777.0648,956016.0765,785513.7923,392202.9845,120393.7159
5-Methylcytosine,C5 H7 N3 O,Full match,No results,Full match,2.37,125.05921,124.05193,6.918,0,NA,NA,NA,Single match found,DDA for preferred ion,1748909.776,13649123.79,1456839.652,2695502.46,68544489.62,107244418.4,378410526.5,9866680.423,667065.2703,5173593.73,213574.3965,190657.6703,857034.4808,29973.2182,155182.8137,972145.7804,25799.61898,94787.31946,20910.63131,11640.56133
"[Similar to: 1-hydroxy-5,5-dimethyl-2-phenyltetrahydro-4H-imidazole-4-thione; ΔMass: -97.0235 Da]",C5 H7 N3 O,Full match,Invalid mass,No results,2.28,125.0592,124.05192,5.336,1,NA,NA,55,No matches found,DDA for preferred ion,21986572.06,34924799.55,5401851.517,33206208.28,17868027.83,142185679.3,718403658.1,60468323.1,850622.1655,19403688.36,288207.139,141382.9224,118803.4069,45310.4988,199978.879,188185.7935,250984.3381,146702.8959,52838.50426,39227.59693
[Similar to: Docosahexaenoyl ethanolamide; ΔMass: -155.2173 Da],C8 H13 N2 O3 P,Full match,Invalid mass,No results,-5.77,216.06513,215.05786,4.389,1,NA,NA,55.5,No matches found,DDA for preferred ion,1727396.896,76008.00452,1747479.788,1115036.935,275997.1771,480832.2429,852290.4898,4868018.398,2878513.804,821264.4057,581606.5546,834648.3905,522230.4461,724079.4143,1862351.578,851778.5745,345295.3379,20761.50267,157569.9657,530610.9778
4-Methylbenzotriazole,C7 H7 N3,Full match,Full match,No results,2.82,133.06437,132.0571,6.776,1,55.6,43.9,NA,No matches found,DDA for preferred ion,2360408.065,27806653.81,2975108.558,5737065.194,135436932.1,81765488.15,392756391.8,8732292.569,3550305.534,9285337.816,40962.04838,50683.85464,39023.70935,64812.80518,35550.60868,48791.64219,54541.32354,30167.77442,52645.45621,29539.92922
N-Acetylglucosamine 6-sulfate,C8 H15 N O9 S,Full match,Partial match,Full match,-0.56,301.04658,300.03931,5.269,1,84,70.8,NA,Single match found,DDA for preferred ion,1399248.329,133199.3847,724206.0977,526888.9663,188638.6821,138037.2387,541355.3274,612530.1223,770342.0004,1264272.533,1185508.768,1172927.132,1467407.953,2067235.816,1588826.388,2435139.538,3117491.584,1265237.816,341046.8257,908685.4241
2'-Deoxyinosine,C10 H12 N4 O4,Full match,Full match,No results,0.66,252.08602,251.07875,6.379,1,80.8,9,NA,No matches found,DDA for preferred ion,499789.7854,1188366.925,889411.9474,870907.9451,129920.4254,79766.84278,75173.9915,533929.6646,1633906.348,1193488.199,83244.81567,463945.7483,656599.513,1031723.41,461099.6053,1104121.422,1624442.568,1044458.063,237855.4173,342112.7573
4-Methylbenzotriazole,C7 H7 N3,Full match,Full match,No results,2.86,133.06438,132.0571,3.461,1,50.2,43.2,NA,No matches found,DDA for preferred ion,5752088.809,432136834.5,59809604.7,19559234.65,324343839.5,87793073.29,730147774.8,51235598.2,1928185.547,29245709.06,34168.92071,41589.58418,32983.68468,33921.27912,29992.02427,28823.27025,24388.11069,18095.51212,24509.80688,17650.41292
"[Similar to: 2-(2-furyl)-5,8-dihydro-4H,7H-pyrazolo[1,5-a]thieno[3,4-d]pyrimidin-8-one; ΔMass: -127.9929 Da]",C7 H5 N3,Full match,Invalid mass,No results,2.55,131.04868,130.04141,5.461,1,NA,NA,55.9,No matches found,DDA for preferred ion,1419453.527,19371603.96,2712747.165,4822530.056,482089964.2,15215187,734072176.1,7182769.692,2364004.802,68469246.4,139324.094,44979.02768,35523.13034,39951.17886,37965.12272,38478.07532,40118.31254,29655.81473,22895.81989,12279.22897
3-Hydroxyhippuric acid,C9 H9 N O4,Full match,No results,Full match,0.73,195.0533,194.04602,3.848,0,NA,NA,NA,Single match found,DDA for preferred ion,325652.4706,63218.78413,498720.1941,47710.53826,1621328.923,1662223.264,1151945.626,59767.0043,203051.5401,241641.649,46598.60025,46319.08979,51856.89393,65384.05873,39118.21276,67348.15068,49009.80514,54893.97816,243844.7199,149428.2128
[Similar to: Acamprosate; ΔMass: 0.0330 Da],C9 H11 N O3,Full match,Invalid mass,No results,-0.35,181.07383,180.06655,3.7,6,NA,NA,61.8,No matches found,DDA for preferred ion,261680.1526,115059.7972,775751.5726,715227.8116,85155.48872,52840.16803,1023379.432,583640.8624,355200.8353,1654789.633,897265.9764,315064.2909,324429.9017,42267.80132,114931.7494,1474786.214,2426510.677,750581.7979,397747.4476,82660.50306
[Similar to: Maduramicin; ΔMass: -803.4807 Da],C4 H7 N3 O,Full match,Invalid mass,No results,-0.61,113.05884,112.05157,18.922,7,NA,NA,65.2,No matches found,DDA for preferred ion,1877019.591,1603762.722,3382791.88,1792230.325,3664233.011,2404785.947,2583674.031,4085931.437,4022695.931,2171441.295,1578112.516,3793626.682,2028873.103,3894316.409,1871604.601,2196112.328,4898428.605,2772320.618,395308.48,1054227.214
"[Similar to: 2-(2-furyl)-5,8-dihydro-4H,7H-pyrazolo[1,5-a]thieno[3,4-d]pyrimidin-8-one; ΔMass: -127.9929 Da]",C7 H5 N3,Full match,Invalid mass,No results,2.56,131.04868,130.04141,6.866,1,NA,NA,53.6,No matches found,DDA for preferred ion,761753.9826,34542387.6,1014424.316,2059177.212,272394539.5,34348168.66,689947092.7,9683208.009,711658.9395,3343175.479,81995.5785,39046.86996,31300.72476,59285.50493,27565.49737,46405.10811,50722.11577,25101.80623,42658.48462,22173.07834
"[Similar to: N1-[2-hydroxy-1-(hydroxymethyl)-2-(4-nitrophenyl)ethyl]-2,2-dichloroacetamide; ΔMass: -199.9528 Da]",C5 H6 N4,Full match,Invalid mass,No results,2.61,122.05957,121.05229,6.059,19,NA,NA,76.5,No matches found,DDA for preferred ion,1407581.741,69572174.4,1560857.865,2282342.442,582391806.4,65582962.24,111832470.2,4058897.987,747002.3755,11477740.62,35336.22968,45159.91361,34353.43064,38743.69002,30445.31832,34908.95399,32910.95692,26202.58995,37910.40016,13729.00587
[Similar to: Benzoic acid; ΔMass: 0.0228 Da],C5 H6 N4,Full match,Invalid mass,No results,2.45,122.05955,121.05227,6.469,22,NA,NA,84.8,No matches found,DDA for preferred ion,10427404.58,69572174.4,1094393.821,1747936.003,386810090.5,38528047.26,438444987.6,9038792.243,2910123.312,11477740.62,31643.67639,37861.25982,30969.46557,35109.96549,28106.90994,30188.7136,28516.46419,22890.04,36562.52591,19307.22128
3-Methylcrotonylglycine,C7 H11 N O3,Full match,Not the top hit,Full match,2.31,157.07426,156.06698,3.812,2,84.3,70.9,NA,Single match found,DDA for preferred ion,754045.4284,702882.9979,499863.5777,872650.9324,147207.8639,572655.9133,1908587.913,1972059.907,853280.3693,741661.5742,116657.4133,106491.8379,103634.2058,88981.18934,53235.98999,127377.024,172987.1673,182156.8738,58906.02976,189353.4205
3-methyl-4-nitrobenzene-1-carbohydrazide isomer,C8 H9 N3 O3,No match,No results,Full match,9.69,195.06628,194.059,7.964,0,NA,NA,NA,Single match found,DDA for preferred ion,575054.409,2785821.96,2654698.07,3013767.024,12311976.72,960524.1017,15369646.85,3980557.015,4323819.909,8053049.692,565193.856,4522094.359,2121669.251,5180324.297,359983.5995,3208971.226,2155245.724,245124.7963,1056337.842,107798.6656
"[Similar to: ethyl 1-(3-{[(benzoylamino)carbothioyl]amino}-2-pyridyl)-3,5-dimethyl-1H-pyrazole-4-carboxylate; ΔMass: -290.0721 Da]",C7 H7 N3,Full match,Invalid mass,No results,2.9,133.06438,132.05711,2.484,2,NA,NA,50.3,No matches found,DDA for preferred ion,28368669.04,112454412.8,25276567.5,31968065.6,389366064.1,92055714.58,209721103.1,28712307.02,9209412.043,54764357.15,102275.7267,75740.29344,87440.79909,74710.27051,98320.99556,73287.84388,64245.11741,53060.88522,83205.59876,51718.88852
fructosyl-glycine isomer,C8 H15 N O7,Not the top hit,No results,Full match,-6.2,237.08338,236.0761,6.067,0,NA,NA,NA,Multiple matches found,DDA for preferred ion,26997.23717,115468.652,960849.8921,22598.08493,185270.9029,113907.4206,799699.0897,121530.6843,1415106.196,3804653.148,41185.29886,54651.80216,40732.24082,45156.78292,35484.81391,40705.69928,39636.3223,30539.80314,1876527.73,1077491.364
"[Similar to: 1-(5-{5-[(2S)-1-(1-Acetyl-4-piperidinyl)-2-pyrrolidinyl]-1,2,4-oxadiazol-3-yl}-2-pyridinyl)-4-piperidinecarboxamide; ΔMass: -321.2050 Da]",C7 H6 N4,Full match,Invalid mass,No results,1.68,146.05949,145.05222,7.532,1,NA,NA,59.5,No matches found,DDA for preferred ion,8884374.379,30767670.21,2578662.543,4111920.106,201467004.5,102802647.2,388899085.6,11007799.88,975472.5047,8143214.994,146057.1795,205866.1806,144684.4175,209269.9673,130043.0277,178957.0413,220688.336,107372.6917,102066.4339,39367.12087
3-Methylcrotonylglycine,C7 H11 N O3,Full match,Not the top hit,Full match,1.61,157.07415,156.06687,4.006,2,84.3,70.9,NA,Single match found,DDA for preferred ion,786992.3674,459546.2478,499863.5777,872650.9324,111470.83,344411.2431,1908587.913,1234150.053,853280.3693,590881.8409,245022.7977,360921.4147,380154.0235,346795.9442,180534.5968,335069.2413,737697.5468,787479.2702,150634.4171,180781.9346
