"seqname","seqdate","tissue","Name","Formula","ion.mode.seq","m.z","RT.seq","RT.library","RT.diff","mzCloud.Best.Match","mzCloud.Best.Match.Confidence","Annot..DeltaMass..ppm.","Calc..MW","CJ","Detected.in","confirmation","HMDB.ID"
"ldlr_serum_apr2022","2023-04","Serum","Methacholine","C8H17NO2","Posi",160.13248,15.043,14.64,0.402999999999999,68.1,24.2,-4.56,159.1252,"CJ1665","Posi",NA,"HMDB0015654"
"ldlr_serum_apr2022","2023-04","Serum","Methanesulfonic acid","CH4O3S","Nega",94.98039,8.543,NA,NA,64.2,8.2,-4.68,95.98767,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Methionine sulfoxide","C5H11NO3S","Posi",166.05224,14.127,14.01,0.117000000000001,60.6,46.4,-6.08,165.04496,"CJ1122","Posi","DDA","HMDB0002005"
"ldlr_serum_apr2022","2023-04","Serum","Methylclostebol","C20H29ClO2","Posi",337.18541,8.338,NA,NA,56.3,23,-23.03,336.17787,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Methylimidazole acetaldehyde","C6H8N2O","Posi",125.07078,17.834,NA,NA,59.4,8,-1.27,124.06351,"CJ1680",NA,NA,"HMDB0004181"
"ldlr_serum_apr2022","2023-04","Serum","Methylmalonylcarnitine","C11H19NO6","Posi",262.12632,14.068,14.23,-0.162000000000001,67.1,8.4,-8.26,261.11908,"CJ1124","Posi","DDA","HMDB0013133"
"ldlr_serum_apr2022","2023-04","Serum","Methylpyrazine","C5H6N2","Posi",95.06018,12.096,11.66,0.436,78.1,8.9,-2.08,94.0529,"CJ1125","Posi","DDA","HMDB0033112"
"ldlr_serum_apr2022","2023-04","Serum","Midodrine","C12H18N2O4","Posi",255.13381,3.861,NA,NA,54.3,7.7,-0.37,254.12656,"CJ1687",NA,NA,"HMDB0014356"
"ldlr_serum_apr2022","2023-04","Serum","Mono-trans-p-coumaroylmesotartaric acid","C14H14O8","Posi",311.07713,6.306,NA,NA,57.7,7.9,3.2,310.06986,"CJ1692",NA,NA,"HMDB0029783"
"ldlr_serum_apr2022","2023-04","Serum","Moxonidine","C9H12ClN5O","Posi",242.07623,14.723,NA,NA,54.6,7.7,-17.61,241.06879,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Myristic acid","C14H28O2","Nega",227.20208,2.46,2.16,0.3,96.6,9.8,1.87,228.20936,"CJ0402","Nega","Sigma","HMDB0000806"
"ldlr_serum_apr2022","2023-04","Serum","Myristyl sulfate","C14H30O4S","Nega",293.17909,1.901,NA,NA,85.4,36.8,-0.39,294.18636,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N'-(2-methylquinolin-4-yl)-5-nitro-2-furohydrazide","C15H12N4O4","Nega",311.07791,3.349,NA,NA,54.5,25.6,-2.13,312.08519,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N'-(4-isopropylphenyl)-3-phenylpropanohydrazide","C18H22N2O","Posi",283.1788,2.464,NA,NA,52.2,7.6,-5.99,282.17152,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N'-(4-methoxy-1,3-benzothiazol-2-yl)-N,N-dimethyliminoformamide","C11H13N3OS","Posi",236.0822,2.802,NA,NA,57.4,45.8,-12.82,235.07492,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N'-[4-(3-chloro-4-methylphenyl)-5-methyl-1,3-thiazol-2-yl]-N,N-dimethyliminoformamide","C14H16ClN3S","Posi",294.08742,3.608,NA,NA,54.6,22.9,16.36,293.08014,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N'2-benzylidene-5-hex-1-ynylfuran-2-carbohydrazide","C18H18N2O2","Posi",295.1504,3.267,NA,NA,54.3,22.9,21.62,294.14319,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N,N'-Dicyclohexylurea","C13H24N2O","Posi",225.19554,1.153,NA,NA,76.6,57.1,-2.68,224.18826,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N,N-Diethylethanolamine","C6H15NO","Posi",118.1216,11.692,NA,NA,73.8,8.7,-8.84,117.11433,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N,N-Diisopropylethylamine (DIPEA)","C8H19N","Posi",130.15798,9.199,NA,NA,77.1,8.9,-8.06,129.15071,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N,N-Dimethylaniline","C8H11N","Posi",122.09561,7.716,NA,NA,63.9,8.2,-6.69,121.08834,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-(1,3-benzodioxol-5-yl)-7-chloroquinolin-4-amine","C16H11ClN2O2","Nega",297.04324,14.263,NA,NA,75,30.2,-1.31,298.05051,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-(1H-benzo[d]imidazol-2-yl)guanidine","C8H9N5","Posi",176.09277,7.3,NA,NA,51.3,41.2,-1.84,175.08547,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-(2-Methoxybenzyl)-2-[(3R,4S)-3-{[5-(methoxymethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]acetamide","C21H29N3O4","Posi",388.23108,2.465,NA,NA,50.9,22.5,20.73,387.22383,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-(2-furylmethyl)-3-thiophenecarboxamide","C10H9NO2S","Nega",206.03047,12.164,NA,NA,50.8,25.3,11.35,207.03775,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-(2-hydroxyphenyl)acetamide","C8H9NO2","Posi",152.06967,1.321,NA,NA,72.9,26.1,-6.24,151.06239,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-(2-pyridylmethyl)urea","C7H9N3O","Posi",152.08162,1.294,NA,NA,51.3,44.7,-1.4,151.07435,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-(5-acetamidopentyl)acetamide","C9H18N2O2","Posi",187.14764,2.491,NA,NA,53.7,22.8,18.35,186.14024,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-(9-oxodecyl)acetamide","C12H23NO2","Posi",214.17909,2.589,NA,NA,83.6,9.2,-5.09,213.17179,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-({(1S,4S,6S)-6-Isopropyl-3-methyl-4-[2-oxo-2-(1-pyrrolidinyl)ethyl]-2-cyclohexen-1-yl}methyl)-2-pyrazinecarboxamide","C22H32N4O2","Posi",385.26628,2.943,NA,NA,50.6,7.5,16.08,384.2587,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-Acetyl-5-aminosalicylic acid","C9H9NO4","Nega",194.04881,3.391,NA,NA,75.8,8.8,15.03,195.05609,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-Acetyl-L-cysteine","C5H9NO3S","Nega",162.02314,3.793,NA,NA,63.2,8.2,0.65,163.03042,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-Acetyl-L-phenylalanine","C11H13NO3","Nega",206.08219,3.797,2.87,0.927,68.7,47.4,-0.36,207.08947,"CJ0420","Both","Sigma","HMDB0000512"
"ldlr_serum_apr2022","2023-04","Serum","N-Acetyl-L-tyrosine","C11H13NO4","Nega",222.07728,5.714,7.066,-1.352,77.4,65.2,0.45,223.08456,"CJ1134","Nega","DDA","HMDB0000866"
"ldlr_serum_apr2022","2023-04","Serum","N-Acetyl-L-tyrosine","C11H13NO4","Posi",224.08944,5.578,7.066,-1.488,86.3,53.8,-9.3,223.08238,"CJ1134","Nega","DDA","HMDB0000866"
"ldlr_serum_apr2022","2023-04","Serum","N-Acetylglucosamine 6-sulfate","C8H15NO9S","Nega",300.0398,4.355,4.623,-0.268,91.1,75.6,1.08,301.04708,"CJ1129",NA,"DDA","HMDB0000814"
"ldlr_serum_apr2022","2023-04","Serum","N-Acetylglutamine","C7H12N2O4","Posi",189.0859,7.563,NA,NA,53.9,22.8,-5.32,188.07871,"CJ1703",NA,NA,"HMDB0006029"
"ldlr_serum_apr2022","2023-04","Serum","N-Acetylglycine","C4H7NO3","Posi",118.04984,11.65,NA,NA,69.1,8.5,-0.29,117.04256,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-Acetylhistamine","C7H11N3O","Posi",154.0973,2.991,5.29,-2.299,62.8,46.8,-1.02,153.09006,"CJ1130","Posi","DDA","HMDB0013253"
"ldlr_serum_apr2022","2023-04","Serum","N-Acetylhistidine","C8H11N3O3","Posi",198.087,15.794,NA,NA,96.2,77.1,-1.7,197.07971,"CJ1706",NA,NA,"HMDB0032055"
"ldlr_serum_apr2022","2023-04","Serum","N-Acetylneuraminic acid","C11H19NO9","Nega",308.09908,13.671,13.72,-0.0490000000000013,64.8,8.2,1.22,309.10636,"CJ0419","Both","Sigma","HMDB0000230"
"ldlr_serum_apr2022","2023-04","Serum","N-Acetylputrescine","C6H14N2O","Posi",131.11709,15.781,15.78,0.00100000000000122,72.7,45.8,-6.14,130.10981,"CJ0422","Posi","Sigma","HMDB0002064"
"ldlr_serum_apr2022","2023-04","Serum","N-Acetyltryptophan","C13H14N2O3","Nega",245.09312,3.824,2.95,0.874,91.4,82.1,-0.18,246.1004,"CJ0425","Both","Sigma","HMDB0013713"
"ldlr_serum_apr2022","2023-04","Serum","N-Acetyltryptophan","C13H14N2O3","Posi",247.10664,3.177,2.95,0.227,83.7,77.9,-4.33,246.09938,"CJ0425","Both","Sigma","HMDB0013713"
"ldlr_serum_apr2022","2023-04","Serum","N-Benzyl-2-[(3R,4S)-3-{[5-(methoxymethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N-methylacetamide","C21H29N3O3","Posi",372.23632,2.654,NA,NA,52.4,7.6,21.38,371.22883,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-Benzylformamide","C8H9NO","Posi",136.07554,9.719,NA,NA,52.8,7.6,-1.18,135.06825,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-Ethyl-N-methylcathinone","C12H17NO","Posi",192.13694,9.023,NA,NA,70.4,40.2,-7.06,191.12967,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-Formylmethamphetamine","C11H15NO","Posi",178.12143,9.158,NA,NA,71.5,8.6,-6.82,177.11416,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-Glycolylneuraminic acid","C11H19NO10","Nega",324.09402,14.307,NA,NA,76.1,67,1.23,325.1013,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-Methylhistamine","C6H11N3","Posi",126.1017,20.283,NA,NA,80.4,30.7,-7.01,125.09442,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-Methylnicotinamide","C7H8N2O","Posi",137.0701,16.772,17.68,-0.908000000000001,92.9,66.3,-6.15,136.06283,"CJ1141",NA,"DDA","HMDB0003152"
"ldlr_serum_apr2022","2023-04","Serum","N-Methyltyramine","C9H13NO","Posi",152.10631,1.056,1.071,-0.0149999999999999,63.3,43.1,-4.4,151.09905,"CJ1142",NA,"DDA","HMDB0003633"
"ldlr_serum_apr2022","2023-04","Serum","N-Nitrosodiethylamine (NDEA)","C4H10N2O","Posi",103.08631,3.077,NA,NA,51.7,7.6,-2.39,102.07907,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-Nitrosodimethylamine (NDMA)","C2H6N2O","Posi",75.05514,11.325,NA,NA,71.1,8.6,-2.02,74.04786,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-Phenylacetylglutamine","C13H16N2O4","Posi",265.11729,4.113,NA,NA,82.4,31.9,-3.75,264.11002,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-a-Acetyl-L-arginine","C8H16N4O3","Posi",217.12878,14.636,14.31,0.325999999999999,78.5,59.7,-3.43,216.1215,"CJ1128","Posi","DDA","HMDB0004620"
"ldlr_serum_apr2022","2023-04","Serum","N-benzyl-3-(4-chlorophenyl)-4,5-dihydro-5-isoxazolecarboxamide","C17H15ClN2O2","Posi",315.09522,3.723,NA,NA,54.3,7.7,19.07,314.08819,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-benzyl-N-isopropyl-2,3-dihydro-1-benzofuran-5-sulfonamide","C18H21NO3S","Posi",332.12491,8.4,NA,NA,65.2,8.3,-19.93,331.11762,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-cyclooctylurea","C9H18N2O","Posi",171.14906,5.785,NA,NA,59.1,42.4,-0.78,170.14178,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-{(1S,4S)-4-[1-(4-Methoxyphenyl)-3,5-dimethyl-1H-pyrazol-4-yl]-2-cyclopenten-1-yl}-2-thiophenesulfonamide","C21H23N3O3S2","Posi",430.12389,6.312,NA,NA,62.7,8.1,-3.43,429.11661,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-{4-[(2R,3R)-3-(Hydroxymethyl)-4-methyl-5-oxo-2-morpholinyl]phenyl}acetamide","C14H18N2O4","Posi",279.13262,9.848,NA,NA,52.1,62.7,-4.79,278.12533,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N-{[(2R,4S,5R)-5-Vinyl-1-azabicyclo[2.2.2]oct-2-yl]methyl}cyclohexanecarboxamide","C17H28N2O","Posi",277.22524,2.621,NA,NA,61.6,8.1,-7.95,276.21797,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N1-allyl-3-(4-chlorophenoxy)azetane-1-carboxamide","C13H15ClN2O2","Nega",265.0745,8.228,NA,NA,87.7,9.4,-1.63,266.08177,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N2-gamma-Glutamylglutamine","C10H17N3O6","Posi",276.11819,14.91,NA,NA,73.3,8.7,0.34,275.11183,"CJ1556",NA,NA,"HMDB0011738"
"ldlr_serum_apr2022","2023-04","Serum","N2-tetrahydrofuran-2-ylmethyl-4-(4-fluorophenyl)-1,3-thiazol-2-amine","C14H15FN2OS","Posi",279.10017,1.232,NA,NA,51.3,62.5,14.32,278.09289,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N3-Phenyl-1H-1,2,4-triazole-3,5-diamine","C8H9N5","Posi",176.09281,5.728,NA,NA,58.9,42.4,-1.55,175.08552,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N4-Acetylcytidine","C11H15N3O6","Nega",284.08863,7.112,NA,NA,87.5,67,-0.62,285.09591,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N4-Acetylcytidine","C11H15N3O6","Posi",286.10151,6.78,NA,NA,84.2,9.2,-6.51,285.09423,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N6,N6,N6-Trimethyl-L-lysine","C9H20N2O2","Posi",189.15923,15.817,19.34,-3.523,58.5,42.3,-2.77,188.15196,"CJ0403","Both","Sigma","HMDB0001325"
"ldlr_serum_apr2022","2023-04","Serum","N6-Me-Adenosine","C11H15N5O4","Posi",282.11759,12.37,NA,NA,80.8,30.9,-7.45,281.11031,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","N8-Acetylspermidine","C9H21N3O","Posi",188.17469,20.959,18.956,2.003,62.5,8.1,-5.61,187.16741,"CJ1132",NA,"DDA","HMDB0002189"
"ldlr_serum_apr2022","2023-04","Serum","NP-001134","C16H22N4O2","Nega",301.16589,2.385,NA,NA,54,44.1,-3.67,302.17317,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-001162","C16H12O6","Posi",301.07428,1.264,NA,NA,52.8,7.6,12,300.06699,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-001514","C22H41NO7","Posi",432.2945,2.352,NA,NA,52.5,7.6,-1.69,431.28757,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-005166","C30H28O6","Posi",485.19948,2.755,NA,NA,63,8.1,7.86,484.1924,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-005709","C21H18O10","Posi",431.09498,9.254,NA,NA,73.4,8.7,-5.32,430.08771,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-009410","C25H36O5","Posi",417.25803,2.449,NA,NA,71.5,8.6,-13.23,416.25077,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-016455","C11H18N2O4","Nega",241.11943,4.889,NA,NA,54.3,64,0.21,242.12671,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-016455","C11H18N2O4","Posi",243.13439,7.401,NA,NA,66.3,24,1.75,242.12708,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-016516","C16H24O4","Posi",281.17305,2.413,NA,NA,54.2,63.3,-5.48,280.16592,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-016564","C16H20O6","Posi",309.12965,12.238,NA,NA,75.3,8.8,-11.64,308.1224,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-019374","C10H18O4","Nega",201.1134,3.242,NA,NA,66.3,8.3,0.82,202.12067,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-020020","C7H12O5","Posi",177.07676,1.693,NA,NA,58.1,37.4,5.72,176.06948,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-020206","C11H16O4","Posi",213.11193,8.69,NA,NA,54.3,7.7,-1.02,212.10464,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-020400","C12H18O5","Posi",265.10403,11.86,NA,NA,69.3,8.5,-2.23,242.11488,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-021018","C12H18O4","Posi",227.12699,11.913,NA,NA,51.2,44.6,-2.81,226.11987,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-021114","C16H26O6","Nega",313.16358,7.044,NA,NA,51.5,52.1,-6.63,314.17086,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-021698","C11H13NO4","Nega",222.0773,3.033,NA,NA,51.7,63.5,0.53,223.08458,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-021733","C7H13NO2","Posi",144.10117,19.555,NA,NA,51.7,7.6,-4.34,143.09401,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","NP-022068","C8H12O5","Nega",187.06259,12.143,NA,NA,51.6,7.6,7.43,188.06987,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Nelarabine","C11H15N5O5","Nega",296.10006,9.259,8.39,0.869,78.3,32.3,0.07,297.10734,"CJ1136","Posi","DDA","HMDB0015401"
"ldlr_serum_apr2022","2023-04","Serum","Nelarabine","C11H15N5O5","Posi",298.1131,9.172,8.39,0.782,83.2,9.2,-4.99,297.10583,"CJ1136","Posi","DDA","HMDB0015401"
"ldlr_serum_apr2022","2023-04","Serum","Nervonic acid","C24H46O2","Nega",365.34242,2.103,2.01,0.0930000000000004,64,8.2,-0.23,366.3497,"CJ0152","Nega","Sigma","HMDB0002368"
"ldlr_serum_apr2022","2023-04","Serum","Netilmicin","C21H41N5O7","Posi",476.30328,4.042,NA,NA,72.1,8.6,-9.68,475.296,"CJ1717",NA,NA,"HMDB0015090"
"ldlr_serum_apr2022","2023-04","Serum","Neuraminic acid","C9H17NO8","Posi",268.10212,8.511,8.147,0.363999999999999,82.5,32,-2.49,267.09475,"CJ1137",NA,"DDA","HMDB0000830"
"ldlr_serum_apr2022","2023-04","Serum","Niacinamide","C6H6N2O","Posi",123.05515,3.042,3.52,-0.478,86.8,62,-1.64,122.04781,"CJ0431","Both","Sigma","HMDB0001406"
"ldlr_serum_apr2022","2023-04","Serum","Nicotinamide","C6H6N2O","Posi",123.05459,1.079,NA,NA,74.4,54.1,-5.73,122.04731,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Nicotinic acid","C6H5NO2","Nega",122.02491,14.268,8.85,5.418,55.8,7.8,1.27,123.03218,"CJ0434","nega","STD","HMDB0001488"
"ldlr_serum_apr2022","2023-04","Serum","Nicotinuric acid","C8H8N2O3","Posi",181.0602,3.806,NA,NA,55.6,23,-3.15,180.05292,"CJ1721",NA,NA,"HMDB0003269"
"ldlr_serum_apr2022","2023-04","Serum","Nitrosoheptamethyleneimine","C7H14N2O","Posi",143.11728,15.175,NA,NA,65.3,43.4,-4.29,142.11,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Norketamine","C12H14ClNO","Posi",224.08303,2.815,NA,NA,86.7,82.7,-2.86,223.07575,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","O1-(2,6-dichlorobenzyl)-4-methoxybenzene-1-carbohydroximamide","C15H14Cl2N2O2","Posi",325.05186,9.883,NA,NA,55,7.7,4.63,324.04473,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","O1-(2-thienylcarbonyl)-2-({5-[4-(tert-butyl)phenyl]-4-methyl-4H-1,2,4-triazol-3-yl}thio)ethanehydroximamide","C20H23N5O2S2","Posi",430.12499,8.769,NA,NA,52.1,41.3,-27.05,429.11771,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","O6-CM-dG","C12H15N5O6","Posi",326.10717,8.46,NA,NA,75,8.8,-7.25,325.09987,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Octadeca-2,4,6,8-tetraenoic acid","C18H28O2","Posi",277.2151,2.147,2.11,0.0369999999999999,73.6,8.7,-4.04,276.20781,"CJ0662","Nega","fatty acids","HMDB0255898"
"ldlr_serum_apr2022","2023-04","Serum","Octadecanamide","C18H37NO","Posi",284.29331,2.326,2.26,0.0660000000000003,72.8,62.4,-5.12,283.28606,"CJ1164","Posi","DDA","HMDB0034146"
"ldlr_serum_apr2022","2023-04","Serum","Octyl decyl phthalate","C26H42O4","Posi",419.31198,3.728,NA,NA,85.4,9.3,-8.63,418.3047,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Octyl hydrogen phthalate","C16H22O4","Posi",279.15772,1.12,NA,NA,75.6,72,-4.91,278.15044,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Oleamide","C18H35NO","Posi",282.27795,1.966,2.29,-0.324,97.9,97.9,-3.96,281.27075,"CJ1145","Posi","DDA","HMDB0002117"
"ldlr_serum_apr2022","2023-04","Serum","Oleoyl glycine","C20H37NO3","Posi",340.28295,2.306,NA,NA,60.6,42.7,-1.19,339.27694,"CJ1725",NA,NA,"HMDB0013631"
"ldlr_serum_apr2022","2023-04","Serum","Ornithine","C5H12N2O2","Nega",131.08281,14.88,17.79,-2.91,75.3,8.8,1.61,132.09009,"CJ0364","Both","Sigma","HMDB0000214"
"ldlr_serum_apr2022","2023-04","Serum","Ornithine","C5H12N2O2","Posi",133.0962,18.06,17.79,0.27,68.6,8.4,-7,132.08895,"CJ0364","Both","Sigma","HMDB0000214"
"ldlr_serum_apr2022","2023-04","Serum","Orotic acid","C5H4N2O4","Nega",155.00983,7.116,8.23,-1.114,52.3,7.6,0.02,156.01711,"CJ0454","Both","Sigma","HMDB0000226"
"ldlr_serum_apr2022","2023-04","Serum","Oxoamide","C10H12N2O2","Nega",191.08298,8.412,NA,NA,50.1,7.5,1.98,192.09026,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","PC(16:0/16:0)","C40H80NO8P","Posi",734.56744,3.092,2.13,0.962,83.5,9.2,-2.64,733.56022,"CJ0234","Posi","Sigma","HMDB0000564"
"ldlr_serum_apr2022","2023-04","Serum","PEG n5","C10H22O6","Posi",239.1474,3.899,NA,NA,82.3,9.1,-6.53,238.14008,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Palmitic acid","C16H32O2","Nega",255.23242,8.266,2.1,6.166,98.8,9.9,-2.08,256.2397,"CJ0148","Nega","Sigma","HMDB0000220"
"ldlr_serum_apr2022","2023-04","Serum","Palmitic amide","C16H33NO","Posi",256.26279,1.906,2.31,-0.404,93.3,67.8,-2.75,255.25551,"CJ1147","Posi","DDA","HMDB0012273"
"ldlr_serum_apr2022","2023-04","Serum","Palmitoleic acid","C16H30O2","Nega",253.21759,2.195,2.21,-0.0150000000000001,92.1,9.6,1.14,254.22487,"CJ0463","Both","Sigma","HMDB0003229"
"ldlr_serum_apr2022","2023-04","Serum","Palmitoleic acid","C16H30O2","Posi",255.23122,2.155,2.21,-0.0550000000000002,73.6,8.7,3.55,254.22548,"CJ0463","Both","Sigma","HMDB0003229"
"ldlr_serum_apr2022","2023-04","Serum","Palmitoyl sphingomyelin","C39H79N2O6P","Posi",703.57108,7.994,NA,NA,93.5,9.7,-5.36,702.56381,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Paracetamol","C8H9NO2","Posi",152.06955,16.996,NA,NA,60.4,8,-7.02,151.06227,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Pelargonic acid","C9H18O2","Nega",157.12344,2.494,3.67,-1.176,73.7,8.7,0.22,158.13071,"CJ0441","Nega","Sigma","HMDB0000847"
"ldlr_serum_apr2022","2023-04","Serum","Pentadecanoic acid","C15H30O2","Nega",241.21749,2.205,2.12,0.085,83.1,9.2,0.79,242.22477,"CJ0655","Nega","fatty acids","HMDB0000826"
"ldlr_serum_apr2022","2023-04","Serum","Perfluoro-1-butanesulfonic acid (PFBS)","C4HF9O3S","Nega",298.94268,1.85,NA,NA,93.1,50.2,-1.04,299.94996,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Permethrin","C21H20Cl2O3","Posi",391.0898,2.374,NA,NA,82.5,9.1,9.52,390.08266,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Phenol sulphate","C6H6O4S","Nega",172.99147,1.97,1.91,0.0600000000000001,80.3,9,0.39,173.99875,"CJ1149","Nega","DDA","HMDB0060015"
"ldlr_serum_apr2022","2023-04","Serum","Phenylacetyl fentanyl","C27H30N2O","Posi",399.24832,2.342,NA,NA,51.7,22.6,13.12,398.24104,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Phenylacetylglycine","C10H11NO3","Nega",192.067,5.702,3.71,1.992,88.4,9.4,2,193.07428,"CJ1150","Posi","DDA","HMDB0000821"
"ldlr_serum_apr2022","2023-04","Serum","Phenylacetylglycine","C10H11NO3","Posi",194.08315,5.926,3.71,2.216,83.3,9.2,10.26,193.07587,"CJ1150","Posi","DDA","HMDB0000821"
"ldlr_serum_apr2022","2023-04","Serum","Pipecolic acid","C6H11NO2","Posi",130.08589,19.966,NA,NA,79.5,9,-4.27,129.07843,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Piperonylonitrile","C8H5NO2","Posi",148.04158,11.799,NA,NA,50.5,7.5,15.45,147.0343,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Pirimicarb","C11H18N4O2","Posi",239.14937,16.061,NA,NA,52,44.8,-3.71,238.14209,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Progesterone","C21H30O2","Posi",337.20944,3.657,NA,NA,50.9,7.5,-15.13,314.21983,NA,NA,NA,NA
"ldlr_serum_apr2022","2023-04","Serum","Proline","C5H9NO2","Posi",116.06997,19.59,NA,NA,92.3,9.6,-4.47,115.06281,NA,NA,NA,NA
